"ISO_2","ISO_3","country","year","corporate_rate","loss_carryback","loss_carryforward","machines_cost_recovery","buildings_cost_recovery","intangibles_cost_recovery","inventory","allowance_corporate_equity","patent_box","r_and_d_credit","corporate_time","profit_payments","other_payments","top_income_rate","threshold_top_income_rate","tax_wedge","labor_payments","labor_time","capital_gains_rate","index_capital_gains","dividends_rate","vat_rate","vat_threshold","vat_base","consumption_time","property_tax","property_tax_collections","net_wealth","estate_or_inheritance_tax","transfer_tax","asset_tax","capital_duties","financial_transaction_tax","dividends_exemption","capital_gains_exemption","country_limitations","dividends_withholding_tax","interest_withholding_tax","royalties_withholding_tax","tax_treaties","cfc_rules","thin_capitalization_rules"
"CA","CAN","Canada",2019,26.62,3,20,1,0.426086956521739,0.49,0.5,0,1,0.2125,45,1,4,0.535296,4.084894,1.22058920626068,3,36,0.2675,NA,0.39344076,12.4,23975.8898451717,0.489217260896614,50,0.5,1.45723440855992,1,1,0,0,0,1,1,0.5,1,0.25,0.25,0.25,94,0.333333333333333,0.5
"CH","CHE","Switzerland",2019,21.148581,0,7,0.86,0.554838709677419,0.905263157894737,1,0,1,-0.01,15,2,10,0.41721637,3.319238,1.35468398316412,7,40,0,NA,0.21135,7.7,81953.3750858462,0.68273858766526,8,0.5,0.0796369889314907,0,0,0,0,0,0,1,1,0,0.35,0.35,0,93,0,0.5
"CL","CHL","Chile",2019,25,0,100,0.632611659769417,0.338474732816403,0,0.5,0,1,0.305,48,1,5,0.35,7.705428,1.25282843314993,1,124.5,0.35,NA,0.13333333,19,0,0.638195438001446,123.5,0.5,0.391223763505354,1,0,1,0,1,1,0,0,1,0.35,0.35,0.3,33,0.666666666666667,0.5
"CZ","CZE","Czech Republic",2019,19,0,5,0.873879108036537,0.543222830616488,0.841318847888109,0.5,0,1,0.18,53,1,5,0.11,3e-06,1.10545326409575,2,75,0.15,NA,0.15,21,76296.5356413544,0.620487760001823,102,0.5,0.0933275005454098,1,0,0,1,1,1,1,1,1,0.15,0.15,0.15,89,0.333333333333333,1
"DE","DEU","Germany",2019,29.897059,1,60,0.737888702767901,0.391406012913837,0.869865253929667,1,0,1,-0.02,41,2,6,0.47475,5.361578,1.10058015034362,1,134,0.26375,NA,0.26375,19,22456.2808292655,0.564799926917352,43,0.5,0.198696586365836,1,0,0,1,1,1,0.95,0.95,0,0.26375,0,0.15825,96,0.333333333333333,1
"DK","DNK","Denmark",2019,22,0,60,0.826923076923077,0.479318672008477,0.81340644290143,0,0,1,-0.005,27,3,6,0.55575745,1.287778,1.30861582918047,1,65,0.42,NA,0.42,25,6907.63633670914,0.613881601176001,40,0.5,0.685912474120985,1,0,0,1,1,1,1,1,1,0.27,0.22,0.22,75,0.666666666666667,1
"EE","EST","Estonia",2019,20,100,100,1,1,1,1,1,1,0,5,1,7,0.16626842,0.387521,1.21281302071182,0,31,0.2,NA,0,20,72611.8858395931,0.739066104744784,14,1,0.128461942793922,1,1,1,1,1,1,1,1,1,0,0,0.1,58,0.333333333333333,1
"ES","ESP","Spain",2019,25,0,70,0.778563038959402,0.391406012913837,0.737888702767901,0.5,0,0,0.295,33,1,7,0.435,2.409777,1.21577757711034,1,84,0.23,NA,0.23,21,0,0.436562093245564,30.5,0,0.511164864424562,0,0,0,1,0,1,1,1,1,0.19,0.19,0.24,93,0.333333333333333,1
"FI","FIN","Finland",2019,20,0,10,0.826923076923077,0.518965517241379,0.737888702767901,0,0,1,-0.005,18,1,4,0.58435142,1.867684,1.30166250146802,3,48,0.34,NA,0.289,24,11062.4119155451,0.561811365308451,24,0.5,0.354118039448228,1,0,0,1,1,0,1,1,1,0.2,0,0.2,76,0.666666666666667,1
"FR","FRA","France",2019,34.43,1,50,0.880275603755891,0.547953910556565,0.869865253929667,0.5,0,0,0.405,28,1,6,0.55572,15.573254,1.21403026636666,2,80,0.3,NA,0.34,20,103912.923981672,0.498745384563855,31,0.5,1.26848212529745,1,0,0,0,1,0,0.95,0.88,1,0.3,0,0.333,122,0.666666666666667,1
"GB","GBR","United Kingdom",2019,19,1,50,0.758823529411765,0.278958448750364,0.826923076923077,0,0,0,0.19,32,1,6,0.47,3.795648,1.3855919797806,1,48,0.2,NA,0.381,20,119167.287037543,0.4438398287648,25,0.5,1.83444387890169,1,0,0,0,1,0,1,1,0,0,0.2,0.2,129,0.666666666666667,1
"GR","GRC","Greece",2019,24,0,5,0.737888702767901,0.479318672008477,0.737888702767901,0.5,0,1,0.095,78,1,6,0.55,10.955817,1.24154502050921,1,46,0.15,NA,0.1,24,16710.6993594789,0.421127539656337,69,0,1.03220800314695,1,0,0,1,0,1,1,0,1,0.1,0.15,0.2,57,0.333333333333333,1
"HU","HUN","Hungary",2019,9,0,2.5,0.816200383417959,0.278958448750364,0.737888702767901,0.5,0,0,0.1975,35,2,7,0.335,0,1,2,146,0.15,NA,0.15,27,57601.502523673,0.571183597778278,96,0,0.297834865445295,1,0,0,0,1,1,1,1,0,0,0,0,81,0.333333333333333,1
"IE","IRL","Ireland",2019,12.5,1,100,0.787075165170195,0.479318672008477,0.646263719038607,0,0,0,0.26,12,1,7,0.52,1.483161,1.46098230085366,1,40,0.33,NA,0.51,23,92218.141398691,0.482822910673702,29,0.5,0.373485793670578,1,0,0,1,1,0,0,1,1,0.2,0.2,0.2,73,0.333333333333333,0
"IL","ISR","Israel",2019,23,0,100,0.869865253929667,0.391406012913837,0.787075165170195,0.5,0,0,0,110,2,14,0.5,4.16265,1.69436127906888,12,60,0.28,NA,0.33,17,26132.3890060412,0.625631937197765,69,0.5,1.2190160572451,1,1,0,1,1,1,0,0,1,0.3,0.23,0.23,56,0.666666666666667,0
"IS","ISL","Iceland",2019,20,0,10,0.86,0.602353618717047,0.812269350072009,0.5,0,1,0.24,40,1,7,0.443904,1.191929,1.2701067167901,13,60,0.22,NA,0.22,24,14202.1555989162,0.574136593542137,40,0,0.990282772746101,1,0,1,0,1,1,1,1,0,0.2,0.12,0.2,45,0.666666666666667,1
"IT","ITA","Italy",2019,27.8064,0,80,0.760252585046526,0.462657542127945,0.965116279069767,1,1,0,0.09,39,2,11,0.52765573,2.681787,1.24504702174368,1,169,0.26,NA,0.26,22,90380.9627102053,0.387579120275391,30,0,0.561907233046139,0,0,0,1,0,0,0.95,0.95,1,0.26,0.26,0.225,100,0.666666666666667,1
"JP","JPN","Japan",2019,29.74,0,5,0.769602272727273,0.278958448750364,0.787075165170195,0.5,0,1,0.0875,38,3,13,0.56077165,8.493955,1.13414960926302,3,70.5,0.204,NA,0.2032,8,100407.568377102,0.717716684683885,20,0.5,0.798292856856877,1,0,0,0,0,1,0.95,0,0,0.2,0.2,0.2,69,0.666666666666667,0.5
"KR","KOR","Korea",2019,27.5,0.5,6,0.921720532319392,0.547953910556565,0.737888702767901,1,0,0,0.1275,83,2,8,0.47428128,11.359977,1.23637525923314,2,80,0,NA,0.4028,10,34205.4862364084,0.68758794691922,25,0,0.358018770991216,1,0,0,1,0,0,0,0,1,0.22,0.22,0.22,93,0.666666666666667,1
"LT","LTU","Lithuania",2019,15,0,70,0.905263157894737,0.826923076923077,0.966194331983806,1,0,0,0.28,18,1,8,0.24,0.40847,1.10969805133608,1,34,0.2,NA,0.15,21,97563.0907987165,0.52791675026186,47,0.5,0.196426754503814,1,0,1,1,1,1,1,1,1,0.15,0.1,0.1,54,0.333333333333333,1
"LU","LUX","Luxembourg",2019,24.94,0,17,0.870869546099498,0.479318672008477,0.869865253929667,1,0,0,-0.01,19,5,6,0.4718,3.587221,1.38602254255221,12,14,0,NA,0.21,17,33690.3764562665,0.875350261015676,22,0.5,0.0492066517463556,1,0,0,0,1,1,1,1,0,0.15,0,0,82,0.333333333333333,1
"LV","LVA","Latvia",2019,20,100,100,1,1,1,1,1,1,-0.0025,22.5,1,5,0.402,4.625039,1.08599580003633,1,80,0.2,NA,0,21,79773.9207087115,0.549340919945821,66,0.5,0.424724791486908,1,1,0,1,1,1,1,1,1,0,0,0,61,0.333333333333333,1
"MX","MEX","Mexico",2019,30,0,10,0.737888702767901,0.547953910556565,0.737888702767901,1,0,1,0.055,102,1,3,0.35,28.14549,1.24242277385057,2,38.5,0.1,NA,0.17142857,16,0,0.318108701240359,100,0.5,0.0895452140077469,1,0,0,1,1,1,0,0,1,0.1,0.35,0.35,59,1,0.5
"NL","NLD","Netherlands",2019,25,1,6,0.813463195231154,0.338474732816403,0.737888702767901,1,0,0,0.215,21,1,7,0.52378095,1.387548,1.33742787634195,1,64,0.3,NA,0.25,21,1650.19336094698,0.519348068257175,34,0.5,0.50215960299067,0,0,0,1,1,1,1,1,0,0.15,0,0,97,0.333333333333333,1
"NO","NOR","Norway",2019,22,0,100,0.781818181818182,0.373913043478261,0.737888702767901,0,0,1,0.22,24,1,3,0.466,1.614,1.25019065303855,1,15,0.3168,NA,0.3168,25,4916.69351181324,0.571291483729746,40,0.5,0.208598471777516,0,1,0,0,1,1,0.97,1,1,0.25,0,0,87,0.666666666666667,1
"NZ","NZL","New Zealand",2019,28,0,100,0.731914893617021,0.307142857142857,0.737888702767901,0.5,0,1,-0.02,34,1,4,0.33,1.159718,1.45683627094634,2,59,0,NA,0.06944444,15,40813.1614282974,0.985858115579352,47,1,1.22623294146188,1,1,1,1,1,1,1,1,0,0.3,0.15,0.15,40,0.333333333333333,0.5
"PL","POL","Poland",2019,19,0,2.5,0.737888702767901,0.338474732816403,0.869865253929667,1,1,0,0.2,59,1,4,0.39908085,1.843371,1.03360736317333,2,103,0.19,NA,0.19,23,111214.726164321,0.495426698641405,172,0.5,0.913848520692883,1,0,0,0,0,0,1,0,1,0.19,0.2,0.2,85,0.666666666666667,1
"PT","PRT","Portugal",2019,31.5,0,3.5,0.888411247396436,0.547953910556565,0.737888702767901,0.5,1,0,0.35,63,1,6,0.5817,15.242295,1.2720407643199,1,90,0.28,NA,0.28,23,16886.4437318365,0.509631104397442,90,0.5,0.400414237344,1,0,0,0,1,1,1,1,1,0.25,0.25,0.25,77,0.666666666666667,1
"SE","SWE","Sweden",2019,21.4,1.5,100,0.86,0.479318672008477,0.86,0,0,1,0.05,50,1,4,0.6012,1.5096,1.24091653470832,1,36,0.3,NA,0.3,25,3296.89096588135,0.587694637748296,36,0.5,0.351195985384939,1,1,0,1,1,1,1,1,0,0.3,0,0,81,0.666666666666667,1
"SI","SVN","Slovenia",2019,19,0,50,0.869865253929667,0.391406012913837,0.737888702767901,0.5,0,1,0.19,74,1,8,0.6105,4.842731,1.26957440739517,1,90,0,NA,0.25,22,83256.737135169,0.586046319867356,69,0,0.25169883254453,1,0,0,0,1,1,0.95,0.475,1,0.15,0.15,0.15,59,0.333333333333333,0.5
"SK","SVK","Slovak Republic",2019,21,0,4,0.873879108036537,0.547953910556565,0.869865253929667,0.5,0,0,0.245,46,1,6,0.3505,3.307239,1.10346841380587,1,62,0,NA,0.07,20,100763.364958068,0.515818030540571,84,0.5,0.211917333713876,1,1,1,0,1,1,1,1,1,0.35,0.19,0.19,70,0.666666666666667,1
"TR","TUR","Turkey",2019,22,0,5,0.864149148541634,0.431068736527055,0.69441435606903,0.5,1,0,0.055,24,1,8,0.455,2.880756,1.1796608953217,1,71,0,NA,0.175,18,0,0.405824064998515,75,0.5,0.109005715113812,1,0,0,1,0,0,1,1,0,0.15,0.1,0.2,85,1,0.5
"US","USA","United States",2019,25.886141,5,100,1,0.34958311169213,0.632751338890881,1,0,1,0.0475,87,2.4,4.6,0.46,9.299292,1.24585127699602,3.6,55,0.238,NA,0.29275433,7.4,0,0.341,33,0.5,1.577931632443,1,0,0,0,1,1,1,0,0,0.3,0.3,0.3,66,0.333333333333333,1
"AT","AUT","Austria",2020,25,0,75,0.813463195,0.338474733,0.737888703,1,0,1,0.17,46,1,8,0.55,22.652481,1.116737812,3,50,0.275,NA,0.275,20,45691.90601,0.598816337,35,0,0.092114059,1,1,0,0,1,1,1,1,0,0.275,0,0.2,89,0.333333333,0.5
"AU","AUS","Australia",2020,30,0,100,0.851484971,0.479318672,0.547953911,0.5,0,1,0.1375,37,1,6,0.47,2.049488,1.412543843,4,18,0.225,NA,0.2428,10,51020.40816,0.483468548,50,1,0.960977144,1,1,0,1,1,1,1,1,0,0.3,0.1,0.3,45,0.333333333,0.5
"BE","BEL","Belgium",2020,25,0,70,0.875897349,0.622404879,1.069865254,1,1,0,0.15,21,1,8,0.60215738,1.051143,1.271517765,2,40,0,NA,0.3,21,32552.08333,0.473699409,75,0.5,0.547574878,1,0,0,1,1,0,1,1,0,0.3,0.3,0.3,95,0.666666667,1
"CA","CAN","Canada",2020,26.47,3,20,1,0.426086957,0.49,0.5,0,1,0.2125,45,1,4,0.535296,3.994809,1.299950444,3,36,0.25169,NA,0.39344076,12.4,25000,0.488682223,50,0.5,1.521627434,1,1,0,0,0,1,1,0.5,1,0.25,0.25,0.25,96,0.333333333,0.5
"CH","CHE","Switzerland",2020,21.148581,0,7,0.86,0.55483871,0.905263158,1,0,0,-0.01,15,2,10,0.416633,3.29723,1.350329606,7,40,0,NA,0.22285,7.7,86206.89655,0.694678947,8,0.5,0.082150706,0,0,0,0,0,0,1,1,0,0.35,0.35,0,93,0,0.5
"CL","CHL","Chile",2020,25,0,100,0.63261166,0.338474733,0,0.5,0,1,0.305,48,1,5,0.35000001,7.620475,1.249102527,1,124.5,0.35,NA,0.2,19,0,0.642423625,123.5,0.5,0.425687674,1,0,1,0,1,1,0,0,1,0.35,0.35,0.3,33,0.666666667,0.5
"CZ","CZE","Czech Republic",2020,19,0,5,0.873879108,0.543222831,0.841318848,0.5,0,1,0.18,53,1,5,0.11,2e-06,1.098909097,2,75,0.15,NA,0.15,21,79365.07937,0.61247963,102,0.5,0.093603493,1,0,0,1,1,1,1,1,1,0.15,0.15,0.15,89,0.333333333,1
"DE","DEU","Germany",2020,29.897059,1,60,0.737888703,0.391406013,0.869865254,1,0,1,-0.02,41,2,6,0.47475,5.309272,1.100502183,1,134,0.26375,NA,0.26375,19,29649.59569,0.57005541,43,0.5,0.204681782,1,0,0,1,1,1,0.95,0.95,0,0.26375,0,0.15825,96,0.333333333,1
"DK","DNK","Denmark",2020,22,0,60,0.826923077,0.479318672,0.813406443,0,0,1,-0.005,27,3,6,0.55614036,1.304145,1.310477884,1,65,0.42,NA,0.42,25,7407.407407,0.62263328,40,0.5,0.70826287,1,0,0,1,1,1,1,1,1,0.27,0.22,0.22,75,0.666666667,1
"EE","EST","Estonia",2020,20,100,100,1,1,1,1,1,1,0,5,1,7,0.20429134,0.356203,1.192299286,0,31,0.2,NA,0,20,72727.27273,0.741708251,14,1,0.126329226,1,1,1,1,1,1,1,1,1,0,0,0.1,58,0.333333333,1
"ES","ESP","Spain",2020,25,0,70,0.778563039,0.391406013,0.737888703,0.5,0,0,0.295,33,1,7,0.435,2.364153,1.212725535,1,84,0.23,NA,0.23,21,0,0.448488403,26,0,0.521218536,0,0,0,1,0,1,1,1,1,0.19,0.19,0.24,93,0.333333333,1
"FI","FIN","Finland",2020,20,0,10,0.826923077,0.518965517,0.737888703,0,0,1,-0.005,18,1,4,0.58528973,1.881805,1.311433885,3,48,0.34,NA,0.289,24,11627.90698,0.571480542,24,0.5,0.364950629,1,0,0,1,1,0,1,1,1,0.2,0,0.2,76,0.666666667,1
"FR","FRA","France",2020,32.02,1,50,0.880275604,0.547953911,0.869865254,0.5,0,0,0.405,28,1,6,0.55572,16.065376,1.223829738,2,80,0.3,NA,0.34,20,109814.3236,0.510312008,31,0.5,1.246626816,1,0,0,0,1,0,0.95,0.88,1,0.28,0,0.28,122,0.666666667,1
"GB","GBR","United Kingdom",2020,24,1,50,0.758823529,0.278958449,0.826923077,0,0,0,0.19,32,1,6,0.47,3.676226,1.396054008,2,57,0.45,NA,0.381,20,123367.1988,0.451963816,25,0.5,1.929646672,1,0,0,0,1,0,1,1,0,0,0.2,0.2,130,0.666666667,1
"GR","GRC","Greece",2020,24,0,5,0.737888703,0.479318672,0.737888703,0.5,0,1,0.07,78,1,6,0.55,10.959018,1.287960205,1,46,0.15,NA,0.05,24,17825.31194,0.42112754,69,0,1.089994664,1,0,0,1,0,1,1,1,1,0.05,0.15,0.2,57,0.333333333,1
"HU","HUN","Hungary",2020,9,0,2.5,0.816200383,0.278958449,0.737888703,0.5,0,0,0.19,35,2,7,0.335,0,1,2,146,0.15,NA,0.15,27,56338.02817,0.576214884,96,0,0.290082258,1,0,0,0,1,1,1,1,0,0,0,0,81,0.333333333,1
"IE","IRL","Ireland",2020,12.5,1,100,0.787075165,0.479318672,0.646263719,0,0,0,0.26,12,1,7,0.52,1.435165,1.446677853,1,40.5,0.33,NA,0.51,23,95907.92839,0.491819728,29,0.5,0.36721807,1,0,0,1,1,0,0,1,1,0.25,0.2,0.2,73,0.333333333,0
"IL","ISR","Israel",2020,23,0,100,0.869865254,0.391406013,0.787075165,0.5,0,0,0,110,2,3,0.5,4.085924,1.677981396,1,60,0.25,NA,0.33,17,26941.28686,0.63241204,64,0.5,1.213816246,1,1,0,1,1,1,0,0,1,0.3,0.23,0.23,58,0.666666667,0
"IS","ISL","Iceland",2020,20,0,10,0.86,0.602353619,0.81226935,0.5,0,1,0.24,40,1,7,0.443904,1.20376,1.277041288,13,60,0.22,NA,0.22,24,14184.39716,0.524679461,40,0,1.021706002,1,0,1,0,1,1,1,1,0,0.2,0.12,0.2,45,0.666666667,1
"IT","ITA","Italy",2020,27.81,0,80,0.760252585,0.462657542,0.965116279,1,1,0,0.04,39,2,11,0.52765573,2.634779,1.239769631,1,169,0.26,NA,0.26,22,96296.2963,0.384489592,30,0,0.578013334,0,0,0,1,0,0,0.95,0.95,1,0.26,0.26,0.225,100,0.666666667,1
"JP","JPN","Japan",2020,29.74,0,5,0.769602273,0.278958449,0.787075165,0.5,0,1,0.0875,38,3,13,0.56077165,8.458958,1.133364765,3,70.5,0.204,NA,0.2032,10,97087.37864,0.721711145,20,0.5,0.811517899,1,0,0,0,0,1,0.95,0,0,0.2,0.2,0.2,70,0.666666667,1
"KR","KOR","Korea",2020,27.5,0.5,6,0.921720532,0.547953911,0.737888703,1,0,0,0.1275,75,2,8,0.47511319,11.069885,1.321050444,2,80,0,NA,0.4028,10,35294.11765,0.68177356,19,0,0.379037376,1,0,0,1,0,0,0,0,1,0.22,0.22,0.22,93,0.666666667,1
"LT","LTU","Lithuania",2020,15,0,70,0.905263158,0.826923077,0.966194332,1,0,0,0.28,18,1,8,0.3398,9.474927,1.160986417,1,34,0.2,NA,0.15,21,99337.74834,0.525382701,43,0.5,0.204415538,1,0,1,1,1,1,1,1,1,0.15,0.1,0.1,54,0.333333333,1
"LU","LUX","Luxembourg",2020,24.94,0,17,0.870869546,0.479318672,0.869865254,1,0,0,-0.01,19,5,6,0.4718,3.533895,1.370642761,12,14,0,NA,0.21,17,35087.7193,0.908029448,22,0.5,0.048775496,1,0,0,0,1,1,1,1,0,0.15,0,0,83,0.333333333,1
"LV","LVA","Latvia",2020,20,100,100,1,1,1,1,1,1,-0.0025,22.5,1,5,0.402,4.830616,1.097650891,1,80,0.2,NA,0,21,80645.16129,0.583308604,66,0.5,0.410912664,1,1,0,1,1,1,1,1,1,0,0,0,62,0.333333333,1
"MX","MEX","Mexico",2020,30,0,10,0.737888703,0.547953911,0.737888703,1,0,1,0.055,102,1,3,0.35,26.60875,1.219548641,2,38.5,0.1,NA,0.17142857,16,0,0.338391775,100,0.5,0.090393798,1,0,0,1,1,1,0,0,1,0.1,0.35,0.35,59,1,1
"NL","NLD","Netherlands",2020,25,1,6,0.813463195,0.338474733,0.737888703,1,0,0,0.225,21,1,7,0.5441205,1.351297,1.370759547,1,64,0.3,NA,0.25,21,25380.71066,0.525908902,34,0.5,0.530047536,0,0,0,1,1,1,1,1,0,0.15,0,0,96,0.333333333,1
"NO","NOR","Norway",2020,22,2,100,0.781818182,0.373913043,0.737888703,0,0,1,0.22,24,1,3,0.464,1.569515,1.251179139,1,15,0.3168,NA,0.3168,25,5208.333333,0.582437285,40,0.5,0.227650405,0,1,0,0,1,1,0.97,1,1,0.25,0,0,87,0.666666667,1
"NZ","NZL","New Zealand",2020,28,1,100,0.731914894,0.307142857,0.737888703,0.5,0,1,0.18,34,1,4,0.33,1.125754,1.43760305,2,59,0,NA,0.06944444,15,41379.31034,0.988738943,47,1,1.248267387,1,1,1,1,1,1,1,1,0,0.3,0.15,0.15,40,0.333333333,0.5
"PL","POL","Poland",2020,19,0,2.5,0.737888703,0.338474733,0.869865254,1,1,0,0.2,59,1,4,0.39892022,1.70449,1.033524517,2,103,0.19,NA,0.19,23,112994.3503,0.521142968,172,0.5,0.905547977,1,0,0,0,0,0,1,0,1,0.19,0.2,0.2,85,0.666666667,1
"PT","PRT","Portugal",2020,31.5,0,3.5,0.888411247,0.547953911,0.737888703,0.5,1,0,0.35,63,1,6,0.5817,14.951909,1.26548269,1,90,0.28,NA,0.28,23,21777.00348,0.522140522,90,0.5,0.430622335,1,0,0,0,1,1,1,1,1,0.25,0.25,0.25,78,0.666666667,1
"SE","SWE","Sweden",2020,21.4,1.5,100,0.86,0.479318672,0.86,0,0,1,0.05,50,1,4,0.6019,1.522084,1.254125683,1,36,0.3,NA,0.3,25,3363.2287,0.589533969,36,0.5,0.346604752,1,1,0,1,1,1,1,1,0,0.3,0,0,81,0.666666667,1
"SI","SVN","Slovenia",2020,19,0,63,0.869865254,0.391406013,0.737888703,0.5,0,1,0.19,74,1,8,0.6105,4.629757,1.141193838,1,90,0,NA,0.275,22,87108.01394,0.603436138,69,0,0.256305402,1,0,0,0,1,1,0.95,0.475,1,0.15,0.15,0.15,59,0.333333333,0.5
"SK","SVK","Slovak Republic",2020,21,0,2.5,0.873879108,0.547953911,0.869865254,0.5,0,0,0.245,46,1,6,0.3505,3.17212,1.099271914,1,62,0,NA,0.07,20,97819.25344,0.520982003,84,0.5,0.216327506,1,1,1,0,1,1,1,1,1,0.35,0.19,0.19,70,0.666666667,1
"TR","TUR","Turkey",2020,22,0,5,0.864149149,0.431068737,0.694414356,0.5,1,0,0.055,24,1,8,0.455,2.970191,1.17263026,1,71,0,NA,0.2,18,0,0.398962527,75,0.5,0.131607433,1,0,0,1,0,0,1,1,0,0.15,0.1,0.2,86,1,0.5
"US","USA","United States",2020,25.766571,5,100,1,0.349583112,0.632751339,1,0,1,0.0475,87,2.4,4.6,0.46,9.157809,1.241845149,3.6,55,0.238,NA,0.29231643,7.4,0,0.339,33,0.5,1.620254279,1,0,0,0,1,1,1,0,0,0.3,0.3,0.3,66,0.333333333,1
